 180.0  1.58529
 190.0  1.56572
 200.0  1.55051
 213.9  1.53431
 226.7  1.52275
 230.2  1.52008
 239.9  1.51337
 248.3  1.50840
 265.2  1.50003
 275.3  1.49591
 280.3  1.49404
 289.4  1.49099
 296.7  1.48873
 302.2  1.48719
 330.3  1.48054
 340.4  1.47858
 351.1  1.47671
 361.1  1.47513
 365.0  1.47454
 404.7  1.46962
 435.8  1.46669
 441.6  1.46622
 457.9  1.46498
 476.5  1.46372
 486.1  1.46313
 488.0  1.46301
 496.5  1.46252
 514.5  1.46156
 532.0  1.46071
 546.1  1.46008
 587.6  1.45846
 589.3  1.45840
 632.8  1.45702
 643.8  1.45670
 656.3  1.45637
 694.3  1.45542
 706.5  1.45515
 786.0  1.45356
 820.0  1.45298
 830.0  1.45282
 852.1  1.45247
 904.0  1.45170
1014.0  1.45024
1064.0  1.44963
1100.0  1.44920
1200.0  1.44805
1300.0  1.44692
1400.0  1.44578
1500.0  1.44462
1550.0  1.44402
1660.0  1.44267
1700.0  1.44217
1800.0  1.44087
1900.0  1.43951
2000.0  1.43809
2100.0  1.43659
